filename,image_path,mask_path
ISIC_0000061,data/processed/images/ISIC_0000061.png,data\processed\masks\ISIC_0000061_segmentation.png
ISIC_0000062,data/processed/images/ISIC_0000062.png,data\processed\masks\ISIC_0000062_segmentation.png
ISIC_0000063,data/processed/images/ISIC_0000063.png,data\processed\masks\ISIC_0000063_segmentation.png
ISIC_0000064,data/processed/images/ISIC_0000064.png,data\processed\masks\ISIC_0000064_segmentation.png
ISIC_0000065,data/processed/images/ISIC_0000065.png,data\processed\masks\ISIC_0000065_segmentation.png
ISIC_0000066,data/processed/images/ISIC_0000066.png,data\processed\masks\ISIC_0000066_segmentation.png
ISIC_0000067,data/processed/images/ISIC_0000067.png,data\processed\masks\ISIC_0000067_segmentation.png
ISIC_0000068,data/processed/images/ISIC_0000068.png,data\processed\masks\ISIC_0000068_segmentation.png
ISIC_0000069,data/processed/images/ISIC_0000069.png,data\processed\masks\ISIC_0000069_segmentation.png
ISIC_0000071,data/processed/images/ISIC_0000071.png,data\processed\masks\ISIC_0000071_segmentation.png
ISIC_0000072,data/processed/images/ISIC_0000072.png,data\processed\masks\ISIC_0000072_segmentation.png
ISIC_0000073,data/processed/images/ISIC_0000073.png,data\processed\masks\ISIC_0000073_segmentation.png
ISIC_0000074,data/processed/images/ISIC_0000074.png,data\processed\masks\ISIC_0000074_segmentation.png
ISIC_0000075,data/processed/images/ISIC_0000075.png,data\processed\masks\ISIC_0000075_segmentation.png
ISIC_0000077,data/processed/images/ISIC_0000077.png,data\processed\masks\ISIC_0000077_segmentation.png
ISIC_0000078,data/processed/images/ISIC_0000078.png,data\processed\masks\ISIC_0000078_segmentation.png
ISIC_0000079,data/processed/images/ISIC_0000079.png,data\processed\masks\ISIC_0000079_segmentation.png
ISIC_0000080,data/processed/images/ISIC_0000080.png,data\processed\masks\ISIC_0000080_segmentation.png
ISIC_0000081,data/processed/images/ISIC_0000081.png,data\processed\masks\ISIC_0000081_segmentation.png
ISIC_0000082,data/processed/images/ISIC_0000082.png,data\processed\masks\ISIC_0000082_segmentation.png
ISIC_0000085,data/processed/images/ISIC_0000085.png,data\processed\masks\ISIC_0000085_segmentation.png
ISIC_0000086,data/processed/images/ISIC_0000086.png,data\processed\masks\ISIC_0000086_segmentation.png
ISIC_0000087,data/processed/images/ISIC_0000087.png,data\processed\masks\ISIC_0000087_segmentation.png
ISIC_0000088,data/processed/images/ISIC_0000088.png,data\processed\masks\ISIC_0000088_segmentation.png
ISIC_0000089,data/processed/images/ISIC_0000089.png,data\processed\masks\ISIC_0000089_segmentation.png
ISIC_0000091,data/processed/images/ISIC_0000091.png,data\processed\masks\ISIC_0000091_segmentation.png
ISIC_0000092,data/processed/images/ISIC_0000092.png,data\processed\masks\ISIC_0000092_segmentation.png
ISIC_0000093,data/processed/images/ISIC_0000093.png,data\processed\masks\ISIC_0000093_segmentation.png
ISIC_0000094,data/processed/images/ISIC_0000094.png,data\processed\masks\ISIC_0000094_segmentation.png
ISIC_0000095,data/processed/images/ISIC_0000095.png,data\processed\masks\ISIC_0000095_segmentation.png
ISIC_0000096,data/processed/images/ISIC_0000096.png,data\processed\masks\ISIC_0000096_segmentation.png
ISIC_0000097,data/processed/images/ISIC_0000097.png,data\processed\masks\ISIC_0000097_segmentation.png
ISIC_0000098,data/processed/images/ISIC_0000098.png,data\processed\masks\ISIC_0000098_segmentation.png
ISIC_0000099,data/processed/images/ISIC_0000099.png,data\processed\masks\ISIC_0000099_segmentation.png
ISIC_0000100,data/processed/images/ISIC_0000100.png,data\processed\masks\ISIC_0000100_segmentation.png
ISIC_0000101,data/processed/images/ISIC_0000101.png,data\processed\masks\ISIC_0000101_segmentation.png
ISIC_0000102,data/processed/images/ISIC_0000102.png,data\processed\masks\ISIC_0000102_segmentation.png
ISIC_0000103,data/processed/images/ISIC_0000103.png,data\processed\masks\ISIC_0000103_segmentation.png
ISIC_0000104,data/processed/images/ISIC_0000104.png,data\processed\masks\ISIC_0000104_segmentation.png
ISIC_0000105,data/processed/images/ISIC_0000105.png,data\processed\masks\ISIC_0000105_segmentation.png
ISIC_0000107,data/processed/images/ISIC_0000107.png,data\processed\masks\ISIC_0000107_segmentation.png
ISIC_0000108,data/processed/images/ISIC_0000108.png,data\processed\masks\ISIC_0000108_segmentation.png
ISIC_0000109,data/processed/images/ISIC_0000109.png,data\processed\masks\ISIC_0000109_segmentation.png
ISIC_0000110,data/processed/images/ISIC_0000110.png,data\processed\masks\ISIC_0000110_segmentation.png
ISIC_0000111,data/processed/images/ISIC_0000111.png,data\processed\masks\ISIC_0000111_segmentation.png
ISIC_0000112,data/processed/images/ISIC_0000112.png,data\processed\masks\ISIC_0000112_segmentation.png
ISIC_0000113,data/processed/images/ISIC_0000113.png,data\processed\masks\ISIC_0000113_segmentation.png
ISIC_0000115,data/processed/images/ISIC_0000115.png,data\processed\masks\ISIC_0000115_segmentation.png
ISIC_0000116,data/processed/images/ISIC_0000116.png,data\processed\masks\ISIC_0000116_segmentation.png
ISIC_0000117,data/processed/images/ISIC_0000117.png,data\processed\masks\ISIC_0000117_segmentation.png
ISIC_0000119,data/processed/images/ISIC_0000119.png,data\processed\masks\ISIC_0000119_segmentation.png
ISIC_0000120,data/processed/images/ISIC_0000120.png,data\processed\masks\ISIC_0000120_segmentation.png
ISIC_0000121,data/processed/images/ISIC_0000121.png,data\processed\masks\ISIC_0000121_segmentation.png
ISIC_0000122,data/processed/images/ISIC_0000122.png,data\processed\masks\ISIC_0000122_segmentation.png
ISIC_0000123,data/processed/images/ISIC_0000123.png,data\processed\masks\ISIC_0000123_segmentation.png
ISIC_0000124,data/processed/images/ISIC_0000124.png,data\processed\masks\ISIC_0000124_segmentation.png
ISIC_0000125,data/processed/images/ISIC_0000125.png,data\processed\masks\ISIC_0000125_segmentation.png
ISIC_0000126,data/processed/images/ISIC_0000126.png,data\processed\masks\ISIC_0000126_segmentation.png
ISIC_0000127,data/processed/images/ISIC_0000127.png,data\processed\masks\ISIC_0000127_segmentation.png
ISIC_0000128,data/processed/images/ISIC_0000128.png,data\processed\masks\ISIC_0000128_segmentation.png
ISIC_0000129,data/processed/images/ISIC_0000129.png,data\processed\masks\ISIC_0000129_segmentation.png
ISIC_0000131,data/processed/images/ISIC_0000131.png,data\processed\masks\ISIC_0000131_segmentation.png
ISIC_0000132,data/processed/images/ISIC_0000132.png,data\processed\masks\ISIC_0000132_segmentation.png
ISIC_0000133,data/processed/images/ISIC_0000133.png,data\processed\masks\ISIC_0000133_segmentation.png
ISIC_0000134,data/processed/images/ISIC_0000134.png,data\processed\masks\ISIC_0000134_segmentation.png
ISIC_0000135,data/processed/images/ISIC_0000135.png,data\processed\masks\ISIC_0000135_segmentation.png
ISIC_0000136,data/processed/images/ISIC_0000136.png,data\processed\masks\ISIC_0000136_segmentation.png
ISIC_0000137,data/processed/images/ISIC_0000137.png,data\processed\masks\ISIC_0000137_segmentation.png
ISIC_0000138,data/processed/images/ISIC_0000138.png,data\processed\masks\ISIC_0000138_segmentation.png
ISIC_0000139,data/processed/images/ISIC_0000139.png,data\processed\masks\ISIC_0000139_segmentation.png
ISIC_0000140,data/processed/images/ISIC_0000140.png,data\processed\masks\ISIC_0000140_segmentation.png
ISIC_0000141,data/processed/images/ISIC_0000141.png,data\processed\masks\ISIC_0000141_segmentation.png
ISIC_0000142,data/processed/images/ISIC_0000142.png,data\processed\masks\ISIC_0000142_segmentation.png
ISIC_0000143,data/processed/images/ISIC_0000143.png,data\processed\masks\ISIC_0000143_segmentation.png
ISIC_0000145,data/processed/images/ISIC_0000145.png,data\processed\masks\ISIC_0000145_segmentation.png
ISIC_0000146,data/processed/images/ISIC_0000146.png,data\processed\masks\ISIC_0000146_segmentation.png
ISIC_0000147,data/processed/images/ISIC_0000147.png,data\processed\masks\ISIC_0000147_segmentation.png
ISIC_0000148,data/processed/images/ISIC_0000148.png,data\processed\masks\ISIC_0000148_segmentation.png
ISIC_0000149,data/processed/images/ISIC_0000149.png,data\processed\masks\ISIC_0000149_segmentation.png
ISIC_0000150,data/processed/images/ISIC_0000150.png,data\processed\masks\ISIC_0000150_segmentation.png
ISIC_0000151,data/processed/images/ISIC_0000151.png,data\processed\masks\ISIC_0000151_segmentation.png
ISIC_0000152,data/processed/images/ISIC_0000152.png,data\processed\masks\ISIC_0000152_segmentation.png
ISIC_0000153,data/processed/images/ISIC_0000153.png,data\processed\masks\ISIC_0000153_segmentation.png
ISIC_0000154,data/processed/images/ISIC_0000154.png,data\processed\masks\ISIC_0000154_segmentation.png
ISIC_0000155,data/processed/images/ISIC_0000155.png,data\processed\masks\ISIC_0000155_segmentation.png
ISIC_0000156,data/processed/images/ISIC_0000156.png,data\processed\masks\ISIC_0000156_segmentation.png
ISIC_0000157,data/processed/images/ISIC_0000157.png,data\processed\masks\ISIC_0000157_segmentation.png
ISIC_0000159,data/processed/images/ISIC_0000159.png,data\processed\masks\ISIC_0000159_segmentation.png
ISIC_0000160,data/processed/images/ISIC_0000160.png,data\processed\masks\ISIC_0000160_segmentation.png
ISIC_0000161,data/processed/images/ISIC_0000161.png,data\processed\masks\ISIC_0000161_segmentation.png
ISIC_0000162,data/processed/images/ISIC_0000162.png,data\processed\masks\ISIC_0000162_segmentation.png
ISIC_0000163,data/processed/images/ISIC_0000163.png,data\processed\masks\ISIC_0000163_segmentation.png
ISIC_0000164,data/processed/images/ISIC_0000164.png,data\processed\masks\ISIC_0000164_segmentation.png
ISIC_0000165,data/processed/images/ISIC_0000165.png,data\processed\masks\ISIC_0000165_segmentation.png
ISIC_0000166,data/processed/images/ISIC_0000166.png,data\processed\masks\ISIC_0000166_segmentation.png
ISIC_0000167,data/processed/images/ISIC_0000167.png,data\processed\masks\ISIC_0000167_segmentation.png
ISIC_0000169,data/processed/images/ISIC_0000169.png,data\processed\masks\ISIC_0000169_segmentation.png
ISIC_0000170,data/processed/images/ISIC_0000170.png,data\processed\masks\ISIC_0000170_segmentation.png
ISIC_0000171,data/processed/images/ISIC_0000171.png,data\processed\masks\ISIC_0000171_segmentation.png
ISIC_0000172,data/processed/images/ISIC_0000172.png,data\processed\masks\ISIC_0000172_segmentation.png
ISIC_0000173,data/processed/images/ISIC_0000173.png,data\processed\masks\ISIC_0000173_segmentation.png
ISIC_0000175,data/processed/images/ISIC_0000175.png,data\processed\masks\ISIC_0000175_segmentation.png
ISIC_0000176,data/processed/images/ISIC_0000176.png,data\processed\masks\ISIC_0000176_segmentation.png
ISIC_0000177,data/processed/images/ISIC_0000177.png,data\processed\masks\ISIC_0000177_segmentation.png
ISIC_0000179,data/processed/images/ISIC_0000179.png,data\processed\masks\ISIC_0000179_segmentation.png
ISIC_0000181,data/processed/images/ISIC_0000181.png,data\processed\masks\ISIC_0000181_segmentation.png
ISIC_0000182,data/processed/images/ISIC_0000182.png,data\processed\masks\ISIC_0000182_segmentation.png
ISIC_0000183,data/processed/images/ISIC_0000183.png,data\processed\masks\ISIC_0000183_segmentation.png
ISIC_0000184,data/processed/images/ISIC_0000184.png,data\processed\masks\ISIC_0000184_segmentation.png
ISIC_0000185,data/processed/images/ISIC_0000185.png,data\processed\masks\ISIC_0000185_segmentation.png
ISIC_0000186,data/processed/images/ISIC_0000186.png,data\processed\masks\ISIC_0000186_segmentation.png
ISIC_0000187,data/processed/images/ISIC_0000187.png,data\processed\masks\ISIC_0000187_segmentation.png
ISIC_0000188,data/processed/images/ISIC_0000188.png,data\processed\masks\ISIC_0000188_segmentation.png
ISIC_0000189,data/processed/images/ISIC_0000189.png,data\processed\masks\ISIC_0000189_segmentation.png
ISIC_0000190,data/processed/images/ISIC_0000190.png,data\processed\masks\ISIC_0000190_segmentation.png
ISIC_0000191,data/processed/images/ISIC_0000191.png,data\processed\masks\ISIC_0000191_segmentation.png
ISIC_0000192,data/processed/images/ISIC_0000192.png,data\processed\masks\ISIC_0000192_segmentation.png
ISIC_0000193,data/processed/images/ISIC_0000193.png,data\processed\masks\ISIC_0000193_segmentation.png
ISIC_0000196,data/processed/images/ISIC_0000196.png,data\processed\masks\ISIC_0000196_segmentation.png
ISIC_0000197,data/processed/images/ISIC_0000197.png,data\processed\masks\ISIC_0000197_segmentation.png
ISIC_0000198,data/processed/images/ISIC_0000198.png,data\processed\masks\ISIC_0000198_segmentation.png
ISIC_0000199,data/processed/images/ISIC_0000199.png,data\processed\masks\ISIC_0000199_segmentation.png
ISIC_0000200,data/processed/images/ISIC_0000200.png,data\processed\masks\ISIC_0000200_segmentation.png
ISIC_0000201,data/processed/images/ISIC_0000201.png,data\processed\masks\ISIC_0000201_segmentation.png
ISIC_0000202,data/processed/images/ISIC_0000202.png,data\processed\masks\ISIC_0000202_segmentation.png
ISIC_0000203,data/processed/images/ISIC_0000203.png,data\processed\masks\ISIC_0000203_segmentation.png
ISIC_0000204,data/processed/images/ISIC_0000204.png,data\processed\masks\ISIC_0000204_segmentation.png
ISIC_0000205,data/processed/images/ISIC_0000205.png,data\processed\masks\ISIC_0000205_segmentation.png
ISIC_0000206,data/processed/images/ISIC_0000206.png,data\processed\masks\ISIC_0000206_segmentation.png
ISIC_0000207,data/processed/images/ISIC_0000207.png,data\processed\masks\ISIC_0000207_segmentation.png
ISIC_0000208,data/processed/images/ISIC_0000208.png,data\processed\masks\ISIC_0000208_segmentation.png
ISIC_0000209,data/processed/images/ISIC_0000209.png,data\processed\masks\ISIC_0000209_segmentation.png
ISIC_0000210,data/processed/images/ISIC_0000210.png,data\processed\masks\ISIC_0000210_segmentation.png
ISIC_0000211,data/processed/images/ISIC_0000211.png,data\processed\masks\ISIC_0000211_segmentation.png
ISIC_0000212,data/processed/images/ISIC_0000212.png,data\processed\masks\ISIC_0000212_segmentation.png
ISIC_0000213,data/processed/images/ISIC_0000213.png,data\processed\masks\ISIC_0000213_segmentation.png
ISIC_0000214,data/processed/images/ISIC_0000214.png,data\processed\masks\ISIC_0000214_segmentation.png
ISIC_0000215,data/processed/images/ISIC_0000215.png,data\processed\masks\ISIC_0000215_segmentation.png
ISIC_0000216,data/processed/images/ISIC_0000216.png,data\processed\masks\ISIC_0000216_segmentation.png
ISIC_0000217,data/processed/images/ISIC_0000217.png,data\processed\masks\ISIC_0000217_segmentation.png
ISIC_0000218,data/processed/images/ISIC_0000218.png,data\processed\masks\ISIC_0000218_segmentation.png
ISIC_0000219,data/processed/images/ISIC_0000219.png,data\processed\masks\ISIC_0000219_segmentation.png
ISIC_0000220,data/processed/images/ISIC_0000220.png,data\processed\masks\ISIC_0000220_segmentation.png
ISIC_0000221,data/processed/images/ISIC_0000221.png,data\processed\masks\ISIC_0000221_segmentation.png
ISIC_0000222,data/processed/images/ISIC_0000222.png,data\processed\masks\ISIC_0000222_segmentation.png
ISIC_0000223,data/processed/images/ISIC_0000223.png,data\processed\masks\ISIC_0000223_segmentation.png
ISIC_0000224,data/processed/images/ISIC_0000224.png,data\processed\masks\ISIC_0000224_segmentation.png
ISIC_0000225,data/processed/images/ISIC_0000225.png,data\processed\masks\ISIC_0000225_segmentation.png
ISIC_0000226,data/processed/images/ISIC_0000226.png,data\processed\masks\ISIC_0000226_segmentation.png
ISIC_0000227,data/processed/images/ISIC_0000227.png,data\processed\masks\ISIC_0000227_segmentation.png
ISIC_0000228,data/processed/images/ISIC_0000228.png,data\processed\masks\ISIC_0000228_segmentation.png
ISIC_0000229,data/processed/images/ISIC_0000229.png,data\processed\masks\ISIC_0000229_segmentation.png
ISIC_0000230,data/processed/images/ISIC_0000230.png,data\processed\masks\ISIC_0000230_segmentation.png
ISIC_0000231,data/processed/images/ISIC_0000231.png,data\processed\masks\ISIC_0000231_segmentation.png
ISIC_0000232,data/processed/images/ISIC_0000232.png,data\processed\masks\ISIC_0000232_segmentation.png
ISIC_0000233,data/processed/images/ISIC_0000233.png,data\processed\masks\ISIC_0000233_segmentation.png
ISIC_0000234,data/processed/images/ISIC_0000234.png,data\processed\masks\ISIC_0000234_segmentation.png
ISIC_0000235,data/processed/images/ISIC_0000235.png,data\processed\masks\ISIC_0000235_segmentation.png
ISIC_0000236,data/processed/images/ISIC_0000236.png,data\processed\masks\ISIC_0000236_segmentation.png
ISIC_0000239,data/processed/images/ISIC_0000239.png,data\processed\masks\ISIC_0000239_segmentation.png
ISIC_0000240,data/processed/images/ISIC_0000240.png,data\processed\masks\ISIC_0000240_segmentation.png
ISIC_0000242,data/processed/images/ISIC_0000242.png,data\processed\masks\ISIC_0000242_segmentation.png
ISIC_0000243,data/processed/images/ISIC_0000243.png,data\processed\masks\ISIC_0000243_segmentation.png
ISIC_0000244,data/processed/images/ISIC_0000244.png,data\processed\masks\ISIC_0000244_segmentation.png
ISIC_0000245,data/processed/images/ISIC_0000245.png,data\processed\masks\ISIC_0000245_segmentation.png
ISIC_0000246,data/processed/images/ISIC_0000246.png,data\processed\masks\ISIC_0000246_segmentation.png
ISIC_0000247,data/processed/images/ISIC_0000247.png,data\processed\masks\ISIC_0000247_segmentation.png
ISIC_0000249,data/processed/images/ISIC_0000249.png,data\processed\masks\ISIC_0000249_segmentation.png
ISIC_0000250,data/processed/images/ISIC_0000250.png,data\processed\masks\ISIC_0000250_segmentation.png
ISIC_0000251,data/processed/images/ISIC_0000251.png,data\processed\masks\ISIC_0000251_segmentation.png
ISIC_0000252,data/processed/images/ISIC_0000252.png,data\processed\masks\ISIC_0000252_segmentation.png
ISIC_0000253,data/processed/images/ISIC_0000253.png,data\processed\masks\ISIC_0000253_segmentation.png
ISIC_0000254,data/processed/images/ISIC_0000254.png,data\processed\masks\ISIC_0000254_segmentation.png
ISIC_0000255,data/processed/images/ISIC_0000255.png,data\processed\masks\ISIC_0000255_segmentation.png
ISIC_0000256,data/processed/images/ISIC_0000256.png,data\processed\masks\ISIC_0000256_segmentation.png
ISIC_0000258,data/processed/images/ISIC_0000258.png,data\processed\masks\ISIC_0000258_segmentation.png
ISIC_0000259,data/processed/images/ISIC_0000259.png,data\processed\masks\ISIC_0000259_segmentation.png
ISIC_0000260,data/processed/images/ISIC_0000260.png,data\processed\masks\ISIC_0000260_segmentation.png
ISIC_0000261,data/processed/images/ISIC_0000261.png,data\processed\masks\ISIC_0000261_segmentation.png
ISIC_0000262,data/processed/images/ISIC_0000262.png,data\processed\masks\ISIC_0000262_segmentation.png
ISIC_0000263,data/processed/images/ISIC_0000263.png,data\processed\masks\ISIC_0000263_segmentation.png
ISIC_0000264,data/processed/images/ISIC_0000264.png,data\processed\masks\ISIC_0000264_segmentation.png
ISIC_0000265,data/processed/images/ISIC_0000265.png,data\processed\masks\ISIC_0000265_segmentation.png
ISIC_0000268,data/processed/images/ISIC_0000268.png,data\processed\masks\ISIC_0000268_segmentation.png
ISIC_0000269,data/processed/images/ISIC_0000269.png,data\processed\masks\ISIC_0000269_segmentation.png
ISIC_0000271,data/processed/images/ISIC_0000271.png,data\processed\masks\ISIC_0000271_segmentation.png
ISIC_0000274,data/processed/images/ISIC_0000274.png,data\processed\masks\ISIC_0000274_segmentation.png
ISIC_0000275,data/processed/images/ISIC_0000275.png,data\processed\masks\ISIC_0000275_segmentation.png
ISIC_0000276,data/processed/images/ISIC_0000276.png,data\processed\masks\ISIC_0000276_segmentation.png
ISIC_0000277,data/processed/images/ISIC_0000277.png,data\processed\masks\ISIC_0000277_segmentation.png
ISIC_0000278,data/processed/images/ISIC_0000278.png,data\processed\masks\ISIC_0000278_segmentation.png
ISIC_0000279,data/processed/images/ISIC_0000279.png,data\processed\masks\ISIC_0000279_segmentation.png
ISIC_0000281,data/processed/images/ISIC_0000281.png,data\processed\masks\ISIC_0000281_segmentation.png
ISIC_0000282,data/processed/images/ISIC_0000282.png,data\processed\masks\ISIC_0000282_segmentation.png
ISIC_0000283,data/processed/images/ISIC_0000283.png,data\processed\masks\ISIC_0000283_segmentation.png
ISIC_0000287,data/processed/images/ISIC_0000287.png,data\processed\masks\ISIC_0000287_segmentation.png
ISIC_0000288,data/processed/images/ISIC_0000288.png,data\processed\masks\ISIC_0000288_segmentation.png
ISIC_0000290,data/processed/images/ISIC_0000290.png,data\processed\masks\ISIC_0000290_segmentation.png
ISIC_0000292,data/processed/images/ISIC_0000292.png,data\processed\masks\ISIC_0000292_segmentation.png
ISIC_0000293,data/processed/images/ISIC_0000293.png,data\processed\masks\ISIC_0000293_segmentation.png
ISIC_0000294,data/processed/images/ISIC_0000294.png,data\processed\masks\ISIC_0000294_segmentation.png
ISIC_0000295,data/processed/images/ISIC_0000295.png,data\processed\masks\ISIC_0000295_segmentation.png
ISIC_0000297,data/processed/images/ISIC_0000297.png,data\processed\masks\ISIC_0000297_segmentation.png
ISIC_0000298,data/processed/images/ISIC_0000298.png,data\processed\masks\ISIC_0000298_segmentation.png
ISIC_0000299,data/processed/images/ISIC_0000299.png,data\processed\masks\ISIC_0000299_segmentation.png
ISIC_0000300,data/processed/images/ISIC_0000300.png,data\processed\masks\ISIC_0000300_segmentation.png
ISIC_0000301,data/processed/images/ISIC_0000301.png,data\processed\masks\ISIC_0000301_segmentation.png
ISIC_0000303,data/processed/images/ISIC_0000303.png,data\processed\masks\ISIC_0000303_segmentation.png
ISIC_0000306,data/processed/images/ISIC_0000306.png,data\processed\masks\ISIC_0000306_segmentation.png
ISIC_0000307,data/processed/images/ISIC_0000307.png,data\processed\masks\ISIC_0000307_segmentation.png
ISIC_0000310,data/processed/images/ISIC_0000310.png,data\processed\masks\ISIC_0000310_segmentation.png
ISIC_0000311,data/processed/images/ISIC_0000311.png,data\processed\masks\ISIC_0000311_segmentation.png
ISIC_0000313,data/processed/images/ISIC_0000313.png,data\processed\masks\ISIC_0000313_segmentation.png
ISIC_0000314,data/processed/images/ISIC_0000314.png,data\processed\masks\ISIC_0000314_segmentation.png
ISIC_0000315,data/processed/images/ISIC_0000315.png,data\processed\masks\ISIC_0000315_segmentation.png
ISIC_0000316,data/processed/images/ISIC_0000316.png,data\processed\masks\ISIC_0000316_segmentation.png
ISIC_0000317,data/processed/images/ISIC_0000317.png,data\processed\masks\ISIC_0000317_segmentation.png
